Accout Number,Property Type,Property Address Street Number,Property Address Street Dir,Property Address Street Name,Property Address Street Suffix,Property Address Unit Number,Location,Design,Quality,Eff Yr Built,Above Grd SF,Basemt Tot SF,Basemt Fin SF,Basemt Unf SF,Garage Type,Garage SF,Est Land SF,Reception No,Distress Sale,Sale Date (Mon-Yr),Sale Price,Time Adjust Sales Price,Market Area,lat,lon
R0078025,Res,3852,N,26TH,ST,,BOULDER,2-3 Story,Very Good,2008,"3,764","2,298",740,"1,558",Attached,480,"22,679",3743379,No,2019-10-17 00:00:00,"$2,450,000","$3,593,900",102,40.0447657,-105.2623035
R0115678,Res,3881,N,26TH,ST,,BOULDER,2-3 Story,Very Good,1994,"3,040","1,514","1,264",250,Attached,760,"14,094",3948044,No,2022-02-22 00:00:00,"$2,405,000","$2,512,000",102,40.0450654,-105.2639133
R0033263,Res,4090,N,26TH,ST,,BOULDER,2-3 Story,Average,1975,"2,891",0,0,0,Detached,440,"23,696",3727217,No,2019-07-30 00:00:00,"$944,000","$1,393,200",102,40.0490386,-105.2625929
R0109875,Res,4269,N,26TH,ST,,BOULDER,2-3 Story,Good,1992,"3,016","1,582",512,"1,070",Attached,640,"8,611",3885989,No,2021-05-05 00:00:00,"$1,290,000","$1,601,400",102,40.0524715,-105.2639842
R0114409,Res,3996,,26TH,ST,,BOULDER,2-3 Story,Excellent,2019,"3,942","2,408","2,408",0,Attached,620,"15,005",3882033,No,2021-04-29 00:00:00,"$4,720,000","$5,918,400",102,40.0471676,-105.26295821036584
R0101951,Res,4242,,26TH,ST,,BOULDER,2-3 Story,Good,1995,"1,743",929,837,92,Attached,440,"6,763",3790706,No,2020-06-11 00:00:00,"$945,000","$1,310,200",102,40.05202215,-105.26301034039062
R0103689,Res,3804,,ABEYTA,CT,,UNINCORPORATED,2-3 Story,Average,1990,"1,512",624,624,0,Attached,400,"4,435",3899042,No,2021-07-08 00:00:00,"$930,000","$1,131,500",102,40.0440075,-105.253153
R0098276,Res,3825,,ABEYTA,CT,,UNINCORPORATED,2-3 Story,Average,1997,"1,240",600,0,600,Attached,420,"4,459",3951915,No,2022-03-17 00:00:00,"$1,050,000","$1,073,100",102,40.04426075000001,-105.25357740179597
R0098278,Res,3849,,ABEYTA,CT,,UNINCORPORATED,2-3 Story,Average,2003,"1,240",600,470,130,Attached,420,"3,490",3959644,No,2022-04-27 00:00:00,"$1,067,000","$1,066,500",102,40.0445086,-105.2536031496563
R0105855,Res,2450,,AGATE,LN,,BOULDER,2-3 Story,Very Good,2005,"3,438","1,381","1,243",138,Attached,"1,214","14,869",3851038,No,2021-01-14 00:00:00,"$1,975,000","$2,548,400",102,40.04756965,-105.26542169060068
R0105854,Res,2460,,AGATE,LN,,BOULDER,2-3 Story,Very Good,2000,"3,652",0,0,0,Attached,851,"14,642",3948109,No,2022-02-28 00:00:00,"$2,429,000","$2,533,100",102,40.047517,-105.26502331659758
R0105852,Res,2480,,AGATE,LN,,BOULDER,2-3 Story,Very Good,1989,"3,522",938,844,94,Attached,686,"15,064",3894796,No,2021-06-18 00:00:00,"$2,100,000","$2,580,900",102,40.0475826,-105.26427287575206
R0032885,Res,4405,,AGATE,RD,,UNINCORPORATED,Ranch,Good,1964,"1,378","1,378",689,689,Attached,567,"31,759",3806887,No,2020-08-14 00:00:00,"$1,670,000","$2,269,400",102,40.04884975,-105.26645328111266
R0101602,Res,4122,,AMBER,ST,,BOULDER,2-3 Story,Average,1995,"1,158",0,0,0,Attached,240,"3,612",3826278,No,2020-10-20 00:00:00,"$685,000","$911,000",102,40.04938545,-105.2606101381842
R0104039,Res,4131,,AMBER,ST,,BOULDER,2-3 Story,Average,2006,"1,446",0,0,0,Attached,228,"3,754",3802390,No,2020-07-27 00:00:00,"$750,000","$1,027,400",102,40.04907725,-105.26137092655182
R0101574,Res,4139,,AMBER,ST,,BOULDER,2-3 Story,Good,1995,"2,112","1,053",948,105,Attached,440,"15,364",3958575,No,2022-04-25 00:00:00,"$1,365,000","$1,365,000",102,40.04931815,-105.26236172969496
R0101618,Res,4175,,AMBER,ST,,BOULDER,2-3 Story,Good,1996,"1,885",609,0,609,Attached,400,"15,107",3877872,No,2021-04-16 00:00:00,"$1,100,000","$1,379,300",102,40.050519949999995,-105.26245212699652
R0101962,Res,4243,,AMBER,ST,,BOULDER,2-3 Story,Good,1986,"1,743",929,696,233,Attached,440,"6,891",3826673,No,2020-10-22 00:00:00,"$810,000","$1,078,800",102,40.052038,-105.262472
R0101960,Res,4259,,AMBER,ST,,BOULDER,Split-Level,Good,1987,"2,502",0,0,0,Attached,528,"7,113",3903335,No,2021-07-16 00:00:00,"$973,000","$1,183,800",102,40.05232195,-105.26257801899575
R0103691,Res,3815,,ANGELOVIC,CT,,UNINCORPORATED,Split-Level,Average,1986,"1,718",0,0,0,Attached,506,"3,658",3964492,No,2022-05-27 00:00:00,"$879,000","$879,000",102,40.04413115,-105.25289585
R0098247,Res,3887,,ARBOL,CT,,UNINCORPORATED,2-3 Story,Average,1994,"1,861","1,188",0,"1,188",Attached,412,"6,566",3892433,No,2021-06-09 00:00:00,"$1,035,000","$1,272,000",102,40.04560455,-105.25351977130008
R0098247,Res,3887,,ARBOL,CT,,UNINCORPORATED,2-3 Story,Average,1994,"1,861","1,188",0,"1,188",Attached,412,"6,566",3875622,No,2020-10-15 00:00:00,"$1,035,000","$1,378,400",102,40.04560455,-105.25351977130008
R0098232,Res,3930,,ARBOL,CT,,UNINCORPORATED,2-3 Story,Average,1984,"2,006",828,0,828,Attached,412,"9,995",3809597,No,2020-08-20 00:00:00,"$750,000","$1,017,800",102,40.04617385,-105.25298904830454
R0098226,Res,3978,,ARBOL,CT,,UNINCORPORATED,2-3 Story,Good,2008,"2,513",724,724,0,Attached,400,"6,988",3833286,No,2020-11-12 00:00:00,"$1,285,000","$1,694,000",102,40.0471854,-105.25302149691234
R0101977,Res,2758,,ARBOR GLEN,PL,,BOULDER,Split-Level,Good,1997,"1,849",609,0,609,Attached,400,"7,565",3743100,No,2019-10-15 00:00:00,"$770,000","$1,129,500",102,40.0512346,-105.26113974993784
R0002032,Res,3201,,ARNETT,ST,,BOULDER,Ranch,Average,1983,"1,569",0,0,0,,0,"7,443",3963050,No,2022-05-18 00:00:00,"$1,110,000","$1,106,000",102,40.032956,-105.26250423437878
R0009187,Res,3210,,ARNETT,ST,,BOULDER,Ranch,Average,1985,"1,846",0,0,0,,0,"7,948",3796720,No,2020-07-07 00:00:00,"$840,000","$1,153,000",102,40.0331899,-105.2620171
R0007433,Res,3620,,ASPEN,CT,,BOULDER,Ranch,Average,1985,"1,204","1,204",889,315,Attached,420,"6,931",3773663,No,2020-03-20 00:00:00,"$870,000","$1,243,100",102,40.0402695,-105.28015147532491
R0004434,Res,3655,,ASPEN,CT,,BOULDER,Bi-Level,Average,1980,"1,860",0,0,0,Detached,408,"8,930",3964969,No,2022-05-31 00:00:00,"$1,155,000","$1,155,000",102,40.04063205,-105.2806612751157
R0004922,Res,3680,,ASPEN,CT,,BOULDER,2-3 Story,Good,2008,"2,229","1,218","1,218",0,Attached,484,"7,064",3960497,No,2022-05-02 00:00:00,"$3,075,000","$3,075,000",102,40.040842350000005,-105.28017130468388
R0101604,Res,4138,,AUTUMN,CT,,BOULDER,2-3 Story,Average,2000,"1,184",0,0,0,Attached,228,"3,867",3843132,No,2020-11-12 00:00:00,"$635,000","$837,200",102,40.0497256,-105.26000836961492
R0101598,Res,4148,,AUTUMN,CT,,BOULDER,2-3 Story,Average,2000,"1,500",0,0,0,Attached,228,"3,642",3826216,No,2020-10-21 00:00:00,"$711,000","$945,400",102,40.0499574,-105.25992871615531
R0118648,Res,4074,,BIMINI,CT,,BOULDER,2-3 Story,Good,2008,"2,490","1,254","1,254",0,Attached,578,"7,061",3739503,No,2019-09-27 00:00:00,"$1,090,000","$1,602,100",102,40.0487744,-105.25111388070223
R0118650,Res,4095,,BIMINI,CT,,BOULDER,2-3 Story,Good,2005,"2,797","1,465","1,313",152,Attached,694,"7,630",3878736,No,2021-04-06 00:00:00,"$1,220,000","$1,529,800",102,40.04894975,-105.25158378915312
R0033024,Res,3825,,BIRCHWOOD,DR,,BOULDER,2-3 Story,Average,1990,"2,854","1,528",575,953,Attached,550,"16,654",3888830,No,2021-05-24 00:00:00,"$1,450,000","$1,793,200",102,40.04352145,-105.26210049612068
R0082109,Res,3829,,BIRCHWOOD,DR,,BOULDER,2-3 Story,Average,2005,"1,496",968,840,128,Attached,528,"5,879",3753197,No,2019-12-05 00:00:00,"$937,500","$1,369,600",102,40.0435697,-105.2614037811211
R0082108,Res,3835,,BIRCHWOOD,DR,,BOULDER,2-3 Story,Average,2000,"1,496",968,968,0,Attached,528,"5,433",3971925,No,2022-07-12 00:00:00,"$1,382,000","$1,382,000",102,40.04370175,-105.26150696082472
R0082105,Res,3849,,BIRCHWOOD,DR,,BOULDER,Ranch,Average,1998,"1,400","1,400","1,050",350,Attached,440,"7,347",3960293,No,2022-04-28 00:00:00,"$1,275,000","$1,275,000",102,40.04407045,-105.26174947171144
R0082098,Res,3898,,BIRCHWOOD,DR,,BOULDER,2-3 Story,Average,2005,"1,947","1,687","1,483",204,Attached,506,"8,851",3971552,No,2022-07-12 00:00:00,"$1,800,000","$1,800,000",102,40.04526125,-105.26137255005382
R0082098,Res,3898,,BIRCHWOOD,DR,,BOULDER,2-3 Story,Average,2005,"1,947","1,687","1,483",204,Attached,506,"8,851",3814778,No,2020-09-10 00:00:00,"$1,075,000","$1,445,800",102,40.04526125,-105.26137255005382
R0098264,Res,3889,,BOSQUE,CT,,UNINCORPORATED,2-3 Story,Average,1995,"1,550",665,629,36,Attached,440,"6,096",3821712,No,2020-10-05 00:00:00,"$823,000","$1,096,100",102,40.0453555,-105.2520825
R0098233,Res,3933,,BOSQUE,CT,,UNINCORPORATED,Ranch,Average,1988,"1,184",476,428,48,Attached,420,"9,445",3793041,No,2020-06-19 00:00:00,"$645,000","$894,300",102,40.0463253,-105.25242865982597
R0098237,Res,3973,,BOSQUE,CT,,UNINCORPORATED,Split-Level,Average,1998,"1,343",390,350,40,Attached,399,"5,749",3837667,No,2020-11-30 00:00:00,"$754,000","$994,100",102,40.04699625000001,-105.2526901530649
R0098240,Res,3980,,BOSQUE,CT,,UNINCORPORATED,2-3 Story,Average,2010,"1,896","1,161",552,609,Attached,441,"7,626",3868225,No,2021-03-10 00:00:00,"$975,000","$1,234,900",102,40.047305,-105.2522705
R0007073,Dup/Tri,3690,,BROADWAY,,,BOULDER,Ranch,Average,1980,"1,225","1,225","1,225",0,,0,"6,728",3945852,No,2022-02-16 00:00:00,"$1,278,000","$1,334,900",102,40.0405935,-105.28172780002224
R0102072,Res,3860,,CAMPO,CT,,UNINCORPORATED,2-3 Story,Average,1998,"1,650",741,667,74,Attached,420,"5,686",3748721,No,2019-11-08 00:00:00,"$804,000","$1,177,000",102,40.04523835,-105.25046351315792
R0102073,Res,3862,,CAMPO,CT,,UNINCORPORATED,Ranch,Average,1993,"1,046","1,046",465,581,Attached,399,"9,043",3774879,No,2020-03-25 00:00:00,"$870,000","$1,243,100",102,40.0453419,-105.25017806702628
R0102082,Res,3965,,CAMPO,CT,,UNINCORPORATED,2-3 Story,Average,1987,"2,469","1,816",0,"1,816",Attached,441,"7,178",3746662,No,2019-11-01 00:00:00,"$775,000","$1,134,500",102,40.046841099999995,-105.25171816439578
R0102088,Res,3974,,CAMPO,CT,,UNINCORPORATED,2-3 Story,Average,1990,"2,225",851,588,263,Attached,441,"5,916",3944732,No,2022-02-07 00:00:00,"$1,000,000","$1,044,500",102,40.0470395,-105.25111351588934
R0004461,Res,3695,,CATALPA,WAY,,BOULDER,Split-Level,Average,1995,"1,426",0,0,0,Attached,253,"8,692",3896007,No,2021-06-24 00:00:00,"$1,300,000","$1,597,700",102,40.0412,-105.27344213333332
R0118528,Res,3845,,CAYMAN,PL,,BOULDER,Ranch,Good,2000,"1,694","1,662","1,383",279,Attached,480,"8,467",3882018,No,2021-04-30 00:00:00,"$985,000","$1,231,300",102,40.0507286,-105.24928690457288
R0601933,Res,4118,,CLIFTON,CT,,BOULDER,2-3 Story,Very Good,2014,"3,281","1,390","1,220",170,Attached,770,"4,500",3757776,No,2019-12-30 00:00:00,"$1,460,000","$2,132,900",102,40.04979000000001,-105.2461895
R0601932,Res,4128,,CLIFTON,CT,,BOULDER,2-3 Story,Very Good,2014,"3,300","1,459","1,315",144,Attached,505,"4,500",3792576,No,2020-06-19 00:00:00,"$1,575,000","$2,176,800",102,40.049938,-105.2462465
R0601928,Res,4178,,CLIFTON,CT,,BOULDER,2-3 Story,Very Good,2017,"3,155","1,222","1,222",0,Attached,608,"4,725",3764599,No,2020-02-05 00:00:00,"$1,506,000","$2,173,600",102,40.0504719,-105.2462022
R0005754,Res,3545,,CLOVER,CIR,,BOULDER,Ranch,Average,1990,"1,872","1,235","1,235",0,Attached,625,"11,511",3916568,No,2021-09-20 00:00:00,"$1,675,000","$1,951,000",102,40.0391315,-105.27424638591268
R0000757,Res,3520,,CLOVERLEAF,DR,,BOULDER,Split-Level,Average,1990,"2,137",0,0,0,Detached,459,"8,863",3964474,No,2022-05-26 00:00:00,"$1,915,000","$1,915,000",102,40.03871,-105.27513622375244
R0003205,Res,3525,,CLOVERLEAF,DR,,BOULDER,Ranch,Average,1980,"1,249","1,215","1,215",0,Attached,252,"7,299",3764638,No,2020-02-05 00:00:00,"$800,000","$1,189,300",102,40.038642,-105.2757593224906
R0002027,Res,3570,,CLOVERLEAF,DR,,BOULDER,Bi-Level,Average,1989,"1,922",0,0,0,Detached,672,"8,628",3878586,No,2021-04-19 00:00:00,"$985,000","$1,235,100",102,40.0395547,-105.27460068189822
R0001322,Res,3625,,CLOVERLEAF,DR,,BOULDER,Ranch,Average,1968,"1,204","1,204",602,602,Attached,420,"8,656",3750794,No,2019-11-21 00:00:00,"$695,000","$1,017,400",102,40.0404935,-105.27503530045206
R0001322,Res,3625,,CLOVERLEAF,DR,,BOULDER,Ranch,Very Good,2009,"2,331","1,204","1,204",0,Attached,441,"8,656",3855028,No,2021-01-29 00:00:00,"$2,292,500","$2,962,600",102,40.0404935,-105.27503530045206
R0009001,Res,3640,,CLOVERLEAF,DR,,BOULDER,Bi-Level,Average,1993,"1,580",220,0,220,Attached,264,"7,530",3909409,No,2021-08-24 00:00:00,"$977,100","$1,163,100",102,40.04061975,-105.27449176881134
R0008966,Res,3675,,CLOVERLEAF,DR,,BOULDER,Split-Level,Average,1963,"1,280",0,0,0,Attached,288,"6,947",3906702,No,2021-08-05 00:00:00,"$895,000","$1,065,400",102,40.0409617,-105.27483688609172
R0007458,Res,3715,,CLOVERLEAF,DR,,BOULDER,Bi-Level,Average,1962,"2,050",0,0,0,Carport,350,"7,411",3888799,No,2021-05-14 00:00:00,"$910,000","$1,129,700",102,40.04145805,-105.27440259592336
R0006042,Res,3800,,CLOVERLEAF,DR,,BOULDER,Split-Level,Good,1970,"1,734",598,0,598,Attached,598,"14,161",3929004,No,2021-11-15 00:00:00,"$1,060,000","$1,182,000",102,40.04197565,-105.27349395
R0003000,Res,3821,,CLOVERLEAF,DR,,BOULDER,2-3 Story,Good,1966,"2,064",0,0,0,Attached,500,"10,533",3796469,No,2020-07-06 00:00:00,"$1,047,500","$1,437,800",102,40.0424695,-105.274389
R0007150,Res,3825,,CLOVERLEAF,DR,,BOULDER,Ranch,Good,1968,"1,713","1,713","1,521",192,Attached,480,"11,025",3919852,No,2021-10-01 00:00:00,"$1,500,000","$1,709,600",102,40.0425037,-105.27467818720282
R0077177,Res,4195,,CORRIENTE,PL,,UNINCORPORATED,Split-Level,Average,1998,"1,532",850,850,0,Attached,462,"5,597",3889566,No,2021-06-01 00:00:00,"$939,900","$1,155,100",102,40.046045,-105.25634735824742
R0077174,Res,4225,,CORRIENTE,PL,,UNINCORPORATED,Split-Level,Average,1990,"1,474",574,517,57,Attached,399,"5,649",3754832,No,2019-12-10 00:00:00,"$749,000","$1,094,200",102,40.046029,-105.2556668
R0111113,Res,1558,,CRESS,CT,,BOULDER,2-3 Story,Excellent,1993,"4,322","2,092","1,652",440,Attached,675,"9,868",3828378,No,2020-10-19 00:00:00,"$2,276,400","$3,031,700",102,40.0429282,-105.27867142784656
R0104042,Res,4060,,CRYSTAL,CT,,BOULDER,2-3 Story,Average,1997,"1,302",0,0,0,Attached,380,"5,144",3735483,No,2019-09-09 00:00:00,"$702,000","$1,031,800",102,40.0487079,-105.26164839224684
R0104066,Res,4072,,DAWN,CT,,BOULDER,2-3 Story,Average,2010,"1,332",0,0,0,Attached,380,"4,809",3972502,No,2022-07-18 00:00:00,"$784,000","$783,400",102,40.0486978,-105.2594041934095
R0102094,Res,3980,,DEHESA,CT,,UNINCORPORATED,2-3 Story,Average,1995,"1,492","1,140",570,570,Attached,400,"7,550",3787926,No,2020-05-29 00:00:00,"$840,000","$1,176,400",102,40.04719655,-105.25017275606368
R0009073,Res,1854,,DEL ROSA,CT,,BOULDER,Bi-Level,Average,2005,"1,954",0,0,0,Attached,624,"8,189",3960143,No,2022-04-28 00:00:00,"$1,705,000","$1,705,000",102,40.037844,-105.274071
R0007154,Res,1885,,DEL ROSA,CT,,BOULDER,Ranch,Average,1987,"1,102","1,102",856,246,Attached,319,"8,012",3809411,No,2020-08-20 00:00:00,"$760,000","$1,032,800",102,40.037688450000005,-105.27299237191676
R0118639,Res,4083,,ELEUTHERA,CT,,BOULDER,2-3 Story,Good,2000,"2,583","1,358",957,401,Attached,680,"7,027",3924110,No,2021-10-26 00:00:00,"$1,512,500","$1,723,800",102,40.048791949999995,-105.25069787572352
R0118636,Res,4084,,ELEUTHERA,CT,,BOULDER,2-3 Story,Good,2001,"2,693","1,390","1,040",350,Attached,686,"7,025",3935779,No,2021-12-20 00:00:00,"$1,512,000","$1,644,300",102,40.04883315,-105.25022821215784
R0033557,Res,2205,,EMERALD,RD,,UNINCORPORATED,Ranch,Average,1959,"2,162",0,0,0,Attached,484,"30,135",3937289,No,2021-12-23 00:00:00,"$2,200,000","$2,400,400",102,40.04846355,-105.26824143549742
R0033557,Res,2205,,EMERALD,RD,,UNINCORPORATED,Ranch,Average,1959,"2,162",0,0,0,Attached,484,"30,135",3918185,No,2021-09-30 00:00:00,"$2,000,000","$2,329,600",102,40.04846355,-105.26824143549742
R0033327,Res,2290,,EMERALD,RD,,UNINCORPORATED,Ranch,Average,1975,"1,192","1,192","1,104",88,Attached,384,"40,638",3933817,No,2021-12-08 00:00:00,"$1,400,000","$1,527,500",102,40.04789545,-105.2678775362694
R0002699,Res,3190,,FOLSOM,ST,,BOULDER,2-3 Story,Average,2000,"2,131",0,0,0,Attached,600,"11,427",3962651,No,2022-05-13 00:00:00,"$1,733,000","$1,733,000",102,40.03258955,-105.26286837401854
R0511628,Res,3278,,FOLSOM,ST,,BOULDER,2-3 Story,Good,2006,"1,686",954,954,0,Detached,400,"5,249",3734042,No,2019-09-03 00:00:00,"$940,000","$1,381,600",102,40.03422705,-105.2629092247834
R0129010,Res,3310,,FOLSOM,ST,,BOULDER,2-3 Story,Good,2001,"1,330",0,0,0,Attached,200,"2,837",3805642,No,2020-08-10 00:00:00,"$715,000","$969,800",102,40.034946399999995,-105.26289725022694
R0103700,Res,3805,,FREDERICKS,CT,,UNINCORPORATED,Split-Level,Average,1994,"1,718",0,0,0,Attached,506,"4,274",3743938,No,2019-10-18 00:00:00,"$700,000","$1,026,800",102,40.04400945,-105.2522224
R0004283,Dup/Tri,2610,,FREMONT,ST,,BOULDER,2-3 Story,Average,1990,"2,116",0,0,0,,0,"1,842",3944065,No,2022-02-02 00:00:00,"$975,000","$1,018,400",102,40.03070585,-105.262873091795
R0000316,Dup/Tri,2625,,FREMONT,ST,,BOULDER,Ranch,Average,1983,"2,030",0,0,0,Detached,576,"10,588",3935206,No,2021-12-16 00:00:00,"$1,075,000","$1,172,900",102,40.0312818,-105.2628468
R0033173,Res,4081,,GARNET,LN,,UNINCORPORATED,Ranch,Average,1973,"1,447",0,0,0,Attached,530,"221,439",3916829,No,2021-09-22 00:00:00,"$4,250,000","$4,950,400",102,40.04877715,-105.27106612258484
R0118579,Res,4145,,GUADELOUPE,ST,,BOULDER,2-3 Story,Good,2004,"2,316","1,275","1,007",268,Attached,640,"7,116",3949820,No,2022-03-03 00:00:00,"$1,765,000","$1,803,800",102,40.0499493,-105.25247975742256
R0118580,Res,4157,,GUADELOUPE,ST,,BOULDER,2-3 Story,Good,1999,"2,594","1,377",0,"1,377",Attached,690,"7,541",3765810,No,2020-02-11 00:00:00,"$1,060,000","$1,529,900",102,40.050169,-105.25249389856248
R0118580,Res,4157,,GUADELOUPE,ST,,BOULDER,2-3 Story,Good,1999,"2,594","1,377",0,"1,377",Attached,690,"7,541",3843707,No,2020-12-18 00:00:00,"$1,095,000","$1,428,000",102,40.050169,-105.25249389856248
R0116748,Res,4120,S,HAMPTON,CIR,,BOULDER,2-3 Story,Good,2006,"2,214","1,076",736,340,Attached,524,"7,233",3841568,No,2020-12-11 00:00:00,"$1,165,000","$1,520,700",102,40.047112299999995,-105.2471846196874
R0116691,Res,4141,S,HAMPTON,CIR,,BOULDER,2-3 Story,Good,2005,"3,089","1,660","1,472",188,Attached,520,"7,669",3799323,No,2020-07-15 00:00:00,"$1,400,000","$1,921,600",102,40.0466904,-105.24769622087815
R0116697,Res,4254,S,HAMPTON,CIR,,BOULDER,2-3 Story,Very Good,2010,"2,424","1,637","1,228",409,Attached,676,"9,827",3769884,No,2020-03-03 00:00:00,"$1,429,000","$2,041,900",102,40.0457031,-105.24697300949065
R0116741,Res,4300,S,HAMPTON,CIR,,BOULDER,2-3 Story,Good,2004,"2,686","1,440","1,000",440,Attached,462,"7,295",3809833,No,2020-08-21 00:00:00,"$1,305,000","$1,768,600",102,40.046117550000005,-105.24668185030184
R0116722,Res,4357,S,HAMPTON,CIR,,BOULDER,2-3 Story,Good,2000,"3,268","1,690","1,521",169,Attached,726,"8,402",3807212,No,2020-08-13 00:00:00,"$1,100,000","$1,493,400",102,40.04610595,-105.24627425288053
R0116705,Res,4564,S,HAMPTON,CIR,,BOULDER,2-3 Story,Good,1995,"2,635","1,374",384,990,Attached,698,"8,821",3769479,No,2020-02-28 00:00:00,"$889,000","$1,283,100",102,40.04599525,-105.24503354951776
R0116716,Res,4647,S,HAMPTON,CIR,,BOULDER,2-3 Story,Good,2000,"2,774","1,287",0,"1,287",Attached,765,"7,109",3749694,No,2019-11-15 00:00:00,"$975,000","$1,427,300",102,40.0466667,-105.2451526502935
R0103716,Res,3840,,HAUPTMAN,CT,,UNINCORPORATED,Split-Level,Average,1987,"1,718",0,0,0,Attached,506,"2,785",3788443,No,2020-06-01 00:00:00,"$675,000","$935,900",102,40.0443813,-105.2511178
R0103713,Res,3843,,HAUPTMAN,CT,,UNINCORPORATED,Split-Level,Average,2005,"1,718",0,0,0,Attached,506,"2,810",3813811,No,2020-09-08 00:00:00,"$725,000","$968,600",102,40.0443816,-105.25156990072568
R0082052,Res,3644,,HAZELWOOD,CT,,BOULDER,2-3 Story,Average,2003,"1,320",832,832,0,Detached,400,"5,027",3880472,No,2021-04-09 00:00:00,"$834,000","$1,045,800",102,40.040807400000006,-105.25889607797184
R0103720,Res,3809,,HOWE,CT,,UNINCORPORATED,Split-Level,Average,1996,"1,718",0,0,0,Attached,506,"4,356",3852762,No,2021-01-13 00:00:00,"$760,000","$982,100",102,40.044011100000006,-105.25086877570511
R0103726,Res,3842,,HOWE,CT,,UNINCORPORATED,Split-Level,Average,2005,"1,718",0,0,0,Attached,506,"2,768",3877052,No,2021-04-13 00:00:00,"$790,000","$986,200",102,40.04438255,-105.2504371505734
R0071656,Res,1717,,IRIS,AVE,,BOULDER,2-3 Story,Good,2010,"2,295","1,080",972,108,Detached,590,"14,986",3956225,No,2022-04-11 00:00:00,"$1,680,000","$1,669,400",102,40.0366329,-105.27565887471354
R0079597,Res,1905,,IRIS,AVE,,BOULDER,2-3 Story,Good,2000,"2,754","1,089",0,"1,089",,0,"8,762",3962686,No,2022-05-13 00:00:00,"$1,630,000","$1,630,000",102,40.036656,-105.2724245
R0071667,Res,3497,,IRIS,CT,,BOULDER,2-3 Story,Good,1990,"2,594","1,458",774,684,Attached,460,"6,961",3949587,No,2022-03-03 00:00:00,"$1,400,000","$1,430,800",102,40.038108300000005,-105.27562032915016
R0116521,Res,2950,,ISLAND,DR,,BOULDER,Ranch,Very Good,1993,"2,563","1,083","1,083",0,Attached,540,"8,937",3766293,No,2020-02-13 00:00:00,"$1,609,000","$2,322,300",102,40.040971299999995,-105.25435276219449
R0003859,Res,3585,,IVY,CIR,,BOULDER,Ranch,Good,2005,"1,270","1,270",936,334,Attached,504,"9,317",3851624,No,2021-01-12 00:00:00,"$1,375,000","$1,776,900",102,40.0396131,-105.27116945450337
R0002934,Res,2375,,JASPER,CT,,BOULDER,2-3 Story,Average,2000,"1,248",0,0,0,Detached,400,"3,862",3805168,No,2020-08-05 00:00:00,"$755,100","$1,019,600",102,40.0382209,-105.2657205696
R0033188,Res,2820,,JAY,RD,,UNINCORPORATED,Ranch,Average,1991,"1,400",0,0,0,Attached,768,"31,486",3823362,No,2020-10-09 00:00:00,"$465,000","$619,300",102,40.0506855,-105.25884419952028
R0030760,Res,2892,,JAY,RD,,UNINCORPORATED,Ranch,Average,1975,"1,562",0,0,0,Detached,506,"45,675",3932173,No,2021-11-19 00:00:00,"$1,156,000","$1,282,900",102,40.0507726,-105.25651497830596
R0029791,Res,3210,,JAY,RD,,UNINCORPORATED,Split-Level,Average,1963,"1,752",0,0,0,Detached,"1,152","42,350",3898847,No,2021-07-01 00:00:00,"$1,000,000","$1,216,700",102,40.0505725,-105.24884623775452
R0103977,Res,1619,,JIMSON,CT,,BOULDER,Split-Level,Good,1994,"2,437",946,866,80,Attached,440,"8,056",3749252,No,2019-11-01 00:00:00,"$950,000","$1,368,700",102,40.0371564,-105.2770325
R0108657,Res,2117,,JORDAN,PL,,BOULDER,2-3 Story,Good,1995,"2,056","1,302",0,"1,302",Attached,660,"7,624",3821363,No,2020-10-01 00:00:00,"$1,100,000","$1,457,700",102,40.0380915,-105.2699635
R0079605,Res,2006,,JOSLYN,PL,,BOULDER,2-3 Story,Average,1975,"1,669",0,0,0,,0,"2,263",3771860,No,2020-03-12 00:00:00,"$579,000","$826,800",102,40.03661915,-105.27138654692271
R0079591,Res,2080,,JOSLYN,PL,,BOULDER,2-3 Story,Average,1990,"1,674",972,875,97,Attached,400,"8,016",3923243,No,2021-10-20 00:00:00,"$1,335,000","$1,521,500",102,40.0376455,-105.270566
R0079587,Res,2085,,JOSLYN,PL,,BOULDER,Split-Level,Average,1981,"1,516",732,732,0,Attached,400,"8,363",3723857,No,2019-07-11 00:00:00,"$870,000","$1,283,900",102,40.037991,-105.2710525
R0071786,Res,2277,,JUNIPER,AVE,,BOULDER,Split-Level,Good,1980,"2,302",0,0,0,Attached,552,"8,546",3889158,No,2021-05-26 00:00:00,"$1,165,000","$1,446,200",102,40.03754,-105.266915
R0002588,Res,2300,,JUNIPER,AVE,,BOULDER,Bi-Level,Good,2005,"3,321",175,0,175,Detached,475,"11,206",3731450,No,2019-08-16 00:00:00,"$1,150,000","$1,693,700",102,40.0367925,-105.266443
R0001221,Res,2495,,JUNIPER,AVE,,BOULDER,Ranch,Average,1990,"1,044","1,044","1,044",0,Detached,567,"6,317",3890033,No,2021-05-28 00:00:00,"$1,200,000","$1,489,700",102,40.03758775,-105.2645212253268
R0005102,Res,2209,,JUNIPER,CT,,BOULDER,2-3 Story,Good,1987,"2,374",950,475,475,Attached,658,"10,020",3765629,No,2020-02-07 00:00:00,"$985,000","$1,421,700",102,40.0380165,-105.267834
